time,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,data121,data122,data123,data124,data125,data126,data127,data128,data129,data130,data131,data132,data133,data134,data135,data136,data137,data138,data139,data140,data141,data142,data143,data144,data145,data146,data147,data148,data149,data150,data151,data152,data153,data154,data155,data156,data157,data158,data159,data160,data161,data162,data163,data164,data165,data166,data167,data168,data169,data170,data171,data172,data173,data174,data175,data176,data177,data178,data179,data180,data181,data182,data183,data184,data185,data186,data187,data188,data189,data190,data191,data192,data193,data194,data195,data196,data197,data198,data199,data200,data201,data202,data203,data204,data205,data206,data207,data208,data209,data210,data211,data212,data213,data214,data215,data216,data217,data218,data219,data220,data221,data222,data223,data224,data225,data226,data227,data228,data229,data230,data231,data232,data233,data234,data235,data236,data237,data238,data239,data240,data241,data242,data243,data244,data245,data246,data247,data248,data249,data250,data251,data252,data253,data254,data255,data256,data257,data258,data259,data260,data261,data262,data263,data264,data265,data266,data267,data268,data269,data270,data271,data272,data273,data274,data275,data276,data277,data278,data279,data280,data281,data282,data283,data284,data285,data286,data287,data288,data289,data290,data291,data292,data293,data294,data295,data296,data297,data298,data299,data300,data301,data302,data303,data304,data305,data306,data307,data308,data309,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,class
11,83,-80,4,0,0,0,0,0,0,0,-2,-1,-7,-1,-7,0,-7,0,-7,0,-6,0,-6,0,-6,0,-6,1,-6,1,-6,1,-6,1,-6,2,-6,2,-5,1,-5,2,-5,2,-5,2,-5,3,-5,3,-5,3,-5,3,-5,3,-5,3,-5,3,-5,4,-5,4,-3,2,-5,4,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-7,5,-7,5,-7,5,-8,4,-8,4,-8,4,-8,4,-8,4,-8,3,-8,3,-7,2,-7,2,-7,2,-7,1,-7,1,-6,1,-6,1,-6,2,-2,0,0,0,0,0,0,0,0,0,-2,0,-3,0,-16,3,-15,4,-14,4,-13,4,-13,1,-12,2,-12,2,-11,3,-11,3,-10,3,-10,3,-10,4,-10,4,-10,4,-10,5,-10,5,-9,5,-9,5,-8,6,-8,6,-7,6,-7,7,-7,7,-7,7,-7,7,-7,8,-7,8,-7,9,-8,9,-8,10,-6,12,-7,9,-7,10,-7,10,-7,10,-7,11,-8,11,-8,11,-8,11,-9,12,-9,12,-10,11,-11,11,-12,11,-12,11,-12,10,-12,9,-12,8,-12,7,-12,7,-12,6,-12,6,-11,5,-11,5,-10,5,-9,5,-9,5,-3,1,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,1,-1,0,-1,-3,0,-12,-1,-37,-4,-38,-6,-40,-8,-40,-11,-40,-14,-39,-17,-38,-19,-37,-22,-35,-25,-34,-28,-32,-30,-30,-32,-27,-33,-25,-32,-24,-32,-22,-32,-21,-31,-19,-30,-18,-30,-17,-30,-16,-31,-15,-31,-15,-31,-14,-30,-14,-31,-14,-31,-20,-27,-12,-28,-12,-27,-13,-27,-13,-27,-12,-27,-12,-27,-12,-27,-13,-27,-13,-27,-13,-27,-12,-27,-12,-27,-12,-28,-12,-28,-11,-28,-10,-28,-9,-28,-9,-28,-8,-27,-7,-27,-6,-26,-5,-26,-5,-26,-4,-26,-2,-25,-2,-24,-7,-23,-7,-22,-7,-21,-8,-21,-2,-4,dr
12,83,-80,4,0,0,0,0,0,0,0,-2,-1,-8,-1,-8,0,-7,0,-7,0,-7,0,-7,0,-7,0,-7,1,-7,1,-7,1,-7,1,-7,1,-7,2,-6,1,-6,2,-6,2,-5,2,-5,2,-5,2,-5,3,-5,3,-5,3,-5,3,-5,3,-5,4,-5,4,-3,2,-5,4,-6,4,-6,4,-6,5,-6,5,-6,5,-6,5,-6,5,-7,5,-7,5,-7,5,-8,5,-8,4,-8,4,-8,4,-8,3,-8,3,-8,3,-8,2,-7,2,-7,2,-7,1,-7,1,-7,1,-7,1,-6,1,-2,0,0,0,0,0,0,0,0,0,-2,-1,-4,-1,-18,-5,-18,-4,-17,-3,-16,-2,-15,-1,-14,-1,-14,0,-13,0,-13,1,-12,1,-12,2,-12,2,-12,2,-13,2,-12,2,-12,3,-12,3,-11,3,-11,4,-11,4,-10,4,-9,5,-9,5,-10,5,-10,6,-10,6,-10,6,-10,7,-9,7,-10,8,-10,8,-9,8,-9,8,-10,9,-10,9,-10,10,-10,10,-11,10,-11,10,-12,10,-12,10,-13,10,-14,10,-15,9,-15,9,-15,8,-14,7,-14,6,-14,5,-13,5,-13,4,-13,4,-13,3,-13,3,-12,2,-11,2,-10,2,-3,0,-1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-9,-4,-35,-16,-35,-18,-36,-21,-36,-25,-34,-27,-31,-30,-29,-32,-27,-35,-25,-37,-23,-39,-21,-39,-19,-40,-17,-40,-14,-39,-12,-38,-11,-37,-11,-37,-10,-35,-8,-34,-7,-33,-6,-33,-7,-33,-7,-33,-6,-33,-7,-33,-7,-33,-3,-32,-6,-30,-6,-30,-6,-30,-7,-30,-6,-30,-6,-31,-6,-31,-6,-31,-7,-31,-7,-30,-8,-31,-7,-32,-7,-32,-6,-32,-6,-32,-5,-32,-3,-32,-2,-31,-2,-30,-1,-29,0,-29,1,-29,2,-28,2,-28,2,-26,3,-25,6,-24,5,-24,5,-23,5,-22,0,-3,dr
13,124,-59,87,0,0,0,0,0,0,0,0,3,0,13,0,12,-1,11,-1,10,1,10,1,9,1,8,1,7,0,6,0,4,-2,2,-3,1,-5,0,-6,0,-8,0,-9,1,-10,1,-10,2,-10,4,-9,5,-9,4,-8,5,-6,6,-6,5,-5,3,-6,2,-3,-1,-7,-5,-9,-7,-10,-8,-11,-10,-12,-10,-13,-10,-13,-10,-12,-11,-11,-9,-9,-7,-7,-6,-5,-5,-2,-4,1,-3,3,-2,4,-2,6,-4,8,-6,9,-7,9,-6,8,-5,8,-5,8,-4,6,-2,6,0,11,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
14,83,-80,4,0,0,0,0,0,0,0,0,-2,3,-7,2,-6,2,-6,2,-7,2,-7,1,-6,1,-6,1,-6,1,-7,1,-7,0,-7,0,-7,0,-6,0,-6,0,-6,-1,-6,-1,-6,-1,-6,-2,-6,-2,-6,-2,-6,-2,-6,-2,-6,-2,-6,-2,-7,-3,-7,-2,-4,-3,-7,-3,-7,-3,-7,-3,-7,-3,-7,-3,-8,-4,-8,-3,-8,-3,-9,-3,-9,-3,-9,-2,-9,-2,-9,-2,-9,-1,-9,-1,-10,-1,-10,0,-9,0,-8,0,-8,1,-8,1,-7,1,-7,1,-7,1,-7,0,-6,0,-2,0,0,0,0,0,0,0,0,0,-1,1,-3,10,-13,10,-13,9,-12,8,-12,6,-12,5,-12,4,-12,4,-12,3,-12,3,-11,2,-11,2,-11,2,-12,1,-12,1,-12,1,-12,1,-11,1,-11,0,-11,-1,-11,-2,-11,-2,-11,-2,-11,-2,-11,-3,-11,-3,-11,-4,-11,-4,-11,-4,-12,-4,-12,-3,-12,-4,-12,-5,-12,-5,-13,-5,-13,-6,-13,-6,-14,-6,-14,-6,-15,-6,-15,-6,-16,-5,-16,-4,-17,-3,-18,-3,-18,-2,-17,-2,-17,-1,-17,0,-16,0,-15,1,-14,2,-14,2,-13,3,-12,3,-12,2,-11,0,-10,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-2,0,-1,0,1,-2,8,-9,27,-27,29,-27,32,-26,34,-25,36,-23,38,-20,40,-17,41,-14,43,-11,44,-8,45,-5,44,-3,43,0,42,2,41,3,39,3,38,4,36,4,35,5,34,6,33,7,33,8,32,8,32,8,32,8,31,8,30,11,29,8,29,7,29,7,28,7,28,7,29,7,29,7,29,7,29,7,30,7,30,7,30,8,30,8,30,9,30,9,29,10,29,10,28,11,26,11,25,11,24,13,24,14,23,14,22,14,21,14,20,14,18,15,17,15,17,15,17,14,2,2,dr
15,83,-80,4,0,0,0,0,0,0,0,-1,2,-3,8,-1,7,0,6,-1,7,-4,7,-4,6,-2,6,-1,6,-1,5,-1,4,-1,5,-1,5,0,5,0,5,0,5,0,5,1,5,1,5,1,4,2,4,2,5,2,5,3,5,3,5,3,5,3,5,1,2,4,5,4,5,4,5,4,4,5,4,5,5,5,5,5,5,5,6,5,6,5,6,4,6,4,6,4,7,4,7,4,7,4,7,3,7,3,7,2,7,2,6,1,6,1,6,2,5,1,5,0,4,0,1,0,0,0,0,0,0,0,0,-1,-1,0,1,-3,13,-10,17,-13,21,-11,19,-6,11,-3,7,-3,7,-3,9,-4,12,-4,14,-3,12,-3,10,-3,9,-3,10,-1,10,0,10,0,10,0,9,1,9,2,10,3,9,3,9,3,8,4,8,5,8,5,9,6,9,6,9,6,9,7,10,7,9,7,8,7,8,8,8,8,9,9,9,10,9,10,10,10,10,10,11,10,12,10,12,8,13,8,13,8,13,8,13,7,13,6,13,5,13,5,12,4,12,4,12,3,11,3,11,2,11,2,10,0,9,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-10,3,-37,14,-39,13,-42,11,-44,9,-44,6,-44,3,-44,1,-45,-2,-47,-5,-47,-9,-45,-12,-44,-14,-44,-15,-41,-16,-39,-16,-38,-16,-37,-15,-36,-16,-34,-16,-32,-17,-32,-17,-32,-17,-31,-17,-31,-17,-31,-17,-31,-16,-31,-13,-29,-15,-29,-14,-29,-13,-29,-13,-29,-13,-29,-13,-28,-14,-29,-14,-30,-13,-31,-13,-31,-14,-31,-13,-30,-13,-30,-13,-30,-13,-29,-14,-28,-14,-27,-14,-27,-14,-27,-15,-27,-15,-25,-15,-25,-15,-25,-16,-22,-15,-20,-13,-25,-8,-22,-12,-19,-10,-19,0,-3,0,dr
16,83,-80,4,0,0,0,0,0,0,0,5,-1,19,-3,18,-4,17,-5,17,-6,15,-6,14,-6,14,-7,13,-8,13,-8,13,-8,13,-9,12,-9,11,-9,11,-9,10,-10,9,-11,8,-11,8,-11,7,-12,7,-13,7,-14,7,-15,7,-15,7,-16,7,-17,7,-18,3,-9,6,-18,6,-19,5,-20,6,-20,6,-20,7,-21,7,-22,8,-22,9,-23,9,-23,10,-22,12,-21,12,-21,12,-21,12,-20,13,-20,14,-19,14,-17,13,-15,13,-15,13,-14,13,-13,13,-12,12,-12,11,-10,11,-9,2,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
17,83,-80,4,0,0,0,0,0,0,0,3,3,12,14,12,13,12,12,12,12,12,10,12,9,13,8,13,8,13,7,13,6,14,6,14,6,14,5,14,5,14,4,14,3,14,2,13,2,14,1,14,0,15,0,15,-1,15,-1,16,-1,17,-1,18,-1,9,-1,18,-3,19,-3,19,-3,19,-3,19,-3,20,-4,21,-4,22,-3,22,-2,23,-2,23,-1,23,0,24,1,23,2,22,2,22,3,22,4,20,5,19,5,18,6,17,6,16,6,15,6,14,5,13,5,12,6,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
18,83,-80,4,0,0,0,0,0,0,0,2,-4,9,-15,8,-15,8,-15,7,-16,6,-15,5,-14,5,-14,5,-15,4,-15,3,-16,3,-16,3,-16,3,-16,3,-15,2,-15,1,-15,1,-15,0,-15,0,-15,-1,-15,-1,-15,-1,-15,-1,-16,-1,-16,-2,-17,-2,-17,-1,-9,-3,-17,-3,-18,-4,-18,-4,-19,-3,-19,-3,-19,-3,-20,-3,-20,-3,-21,-2,-21,-2,-22,0,-21,1,-20,1,-20,1,-20,2,-20,3,-20,4,-18,4,-17,5,-16,4,-15,4,-15,4,-14,3,-14,3,-12,4,-11,1,-3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
19,83,-80,4,0,0,0,0,0,0,0,0,-2,3,-7,3,-7,3,-7,3,-8,2,-8,2,-7,1,-7,1,-7,1,-7,1,-7,1,-7,1,-8,1,-7,1,-7,1,-7,0,-7,0,-7,0,-7,-1,-7,-1,-7,-1,-7,-1,-7,-2,-7,-2,-7,-2,-8,-2,-8,-1,-4,-2,-8,-2,-8,-3,-8,-3,-8,-3,-8,-3,-9,-3,-9,-3,-9,-3,-9,-3,-10,-2,-10,-2,-10,-1,-10,-1,-10,-1,-10,0,-10,0,-9,0,-9,1,-8,1,-8,1,-8,1,-8,1,-7,1,-7,1,-7,1,-6,0,-2,0,0,0,0,0,0,0,0,0,-1,2,-3,16,-12,15,-12,13,-12,12,-12,8,-13,8,-13,7,-13,7,-13,6,-13,5,-13,5,-12,4,-12,4,-13,4,-13,4,-13,4,-13,3,-13,3,-13,3,-13,2,-13,1,-12,0,-12,0,-12,0,-12,0,-13,-1,-13,-1,-13,-2,-13,-2,-14,-3,-14,-1,-15,-3,-14,-3,-14,-4,-14,-4,-14,-4,-15,-4,-16,-4,-16,-4,-17,-3,-18,-3,-18,-2,-18,-1,-18,-1,-19,0,-19,0,-19,1,-18,2,-17,2,-16,3,-15,3,-14,3,-13,3,-13,3,-12,4,-12,3,-11,3,-9,0,-3,0,-1,-1,0,-1,0,0,0,0,0,-1,-1,-2,0,-1,0,2,-1,10,-6,36,-19,38,-18,41,-16,43,-14,44,-10,45,-7,46,-4,46,-1,47,2,47,5,47,8,46,10,44,12,42,13,41,15,39,15,38,15,36,16,34,16,33,17,33,17,32,17,31,17,31,17,31,17,31,16,28,23,29,16,29,15,29,15,29,14,29,15,29,15,29,15,29,15,29,14,30,14,30,14,30,15,30,16,30,17,29,17,29,18,28,18,27,18,26,18,25,19,23,19,22,20,21,19,20,19,19,20,18,19,14,22,14,21,14,20,14,19,2,3,dr
20,83,-80,4,0,0,0,0,0,0,0,0,-5,3,-17,3,-17,2,-16,0,-16,-1,-15,-1,-14,-1,-14,-1,-14,-2,-14,-3,-14,-3,-14,-4,-14,-4,-13,-4,-13,-4,-13,-6,-13,-6,-12,-7,-11,-8,-11,-8,-12,-9,-12,-9,-12,-9,-12,-10,-12,-11,-13,-11,-13,-6,-7,-12,-14,-12,-14,-13,-14,-13,-14,-13,-14,-13,-15,-14,-16,-14,-16,-14,-17,-14,-17,-13,-18,-12,-19,-11,-19,-11,-19,-10,-19,-10,-19,-9,-20,-7,-19,-6,-18,-5,-18,-4,-17,-4,-16,-4,-16,-4,-15,-3,-14,-3,-13,-1,-3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
21,83,-80,4,0,0,0,0,0,0,0,-2,1,-6,5,-5,5,-5,5,-5,5,-4,5,-4,5,-4,5,-3,5,-3,5,-3,5,-3,5,-3,5,-3,5,-3,5,-2,5,-2,5,-2,5,-1,5,-2,5,-2,5,-2,5,-1,5,-1,5,0,5,0,6,0,6,0,3,0,6,0,6,0,6,1,6,0,6,0,7,0,7,0,7,0,8,0,8,0,8,-1,8,-1,8,-2,8,-2,8,-2,8,-3,8,-3,7,-3,6,-3,6,-3,6,-3,6,-3,5,-3,5,-3,4,-3,4,-1,1,0,0,0,0,0,0,0,0,-2,0,-3,1,-14,10,-13,10,-12,10,-11,10,-10,9,-9,9,-8,10,-8,10,-7,9,-7,10,-6,10,-6,10,-6,10,-6,10,-6,10,-5,10,-5,10,-4,10,-4,9,-3,9,-2,9,-2,10,-2,10,-2,10,-2,11,-1,11,-1,11,0,11,0,11,1,11,1,12,0,11,1,12,1,12,2,12,2,12,2,13,1,14,2,14,1,15,1,15,0,16,0,16,-1,16,-1,15,-2,15,-3,15,-3,14,-4,13,-4,13,-4,12,-5,11,-4,11,-5,10,-5,10,-5,9,-6,8,-2,2,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,0,-1,-3,0,-12,3,-38,12,-40,11,-42,9,-43,6,-44,3,-44,0,-44,-3,-45,-6,-45,-9,-45,-13,-44,-16,-42,-18,-40,-19,-39,-20,-37,-20,-35,-20,-33,-20,-31,-19,-30,-19,-29,-20,-29,-20,-28,-20,-27,-20,-27,-20,-27,-20,-27,-19,-25,-20,-25,-18,-25,-17,-25,-17,-25,-17,-26,-17,-26,-18,-26,-18,-27,-18,-27,-17,-27,-17,-27,-17,-27,-17,-27,-18,-27,-18,-27,-19,-26,-19,-25,-20,-24,-20,-23,-19,-22,-19,-21,-20,-21,-21,-20,-20,-19,-21,-17,-21,-16,-20,-15,-20,-15,-19,-15,-18,-16,-17,-3,-3,dr
22,83,-80,4,0,0,0,0,0,0,0,-2,1,-5,5,-5,5,-4,5,-4,5,-4,5,-4,5,-3,4,-3,4,-3,5,-3,5,-2,5,-2,5,-2,5,-2,4,-2,4,-1,5,-1,5,0,5,0,4,0,5,0,5,0,5,1,5,1,5,1,5,1,5,0,2,2,6,2,6,2,6,2,6,2,6,2,6,2,7,2,7,2,7,2,8,2,8,1,8,1,8,0,8,0,8,0,8,0,7,-1,7,-1,7,-1,7,-2,6,-2,6,-2,6,-2,5,-2,5,-2,4,-1,1,0,0,0,0,0,0,0,0,-2,0,-4,1,-17,7,-16,7,-14,7,-13,7,-11,8,-10,8,-10,8,-9,8,-8,8,-7,8,-7,8,-7,8,-6,9,-6,9,-6,9,-5,9,-5,8,-4,8,-4,8,-3,9,-2,9,-2,9,-1,9,-1,9,-1,9,-1,10,0,10,0,10,1,10,1,11,0,11,1,10,2,11,2,11,2,11,2,12,2,13,3,13,3,14,2,14,2,15,1,15,0,15,0,15,0,15,-1,15,-1,14,-2,14,-3,13,-3,12,-3,12,-4,12,-4,11,-4,11,-4,10,-4,8,-4,6,-2,1,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-10,0,-39,3,-40,2,-43,-1,-44,-4,-44,-7,-43,-10,-42,-13,-42,-16,-42,-19,-41,-22,-39,-24,-39,-25,-37,-26,-34,-27,-31,-27,-31,-27,-29,-27,-27,-26,-26,-25,-25,-25,-25,-26,-25,-26,-24,-26,-23,-26,-23,-26,-23,-25,-19,-27,-21,-23,-21,-23,-22,-22,-21,-22,-21,-22,-22,-22,-22,-22,-23,-22,-23,-21,-23,-20,-23,-21,-23,-22,-23,-22,-23,-22,-23,-22,-23,-23,-22,-23,-20,-22,-19,-22,-18,-22,-18,-22,-17,-22,-17,-22,-16,-22,-15,-22,-13,-21,-9,-22,-10,-21,-11,-21,-11,-21,-2,-3,dr
23,83,-80,4,0,0,0,0,0,0,0,-1,-3,-3,-9,-3,-8,-3,-8,-3,-8,-3,-8,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-6,-5,-6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-5,-6,-5,-6,-5,-3,-3,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-7,-7,-7,-7,-7,-7,-8,-6,-8,-5,-8,-5,-8,-5,-7,-4,-7,-3,-7,-4,-7,-3,-7,-3,-7,-3,-6,-3,-6,-2,-6,-1,-2,0,0,0,0,0,0,0,0,-1,-1,0,-3,2,-19,1,-18,-1,-18,-3,-17,-4,-16,-4,-16,-4,-15,-5,-15,-5,-14,-5,-14,-6,-14,-6,-13,-7,-13,-7,-13,-7,-13,-7,-13,-7,-13,-7,-12,-7,-12,-7,-11,-8,-11,-8,-11,-8,-10,-8,-10,-9,-10,-9,-10,-9,-10,-9,-10,-10,-10,-11,-10,-9,-11,-10,-10,-11,-10,-11,-10,-11,-10,-12,-11,-12,-11,-12,-11,-12,-11,-12,-12,-12,-12,-12,-13,-12,-14,-12,-15,-11,-15,-10,-14,-9,-15,-8,-14,-7,-14,-6,-14,-6,-14,-5,-13,-5,-13,-4,-12,-4,-11,-4,-11,-4,-12,-1,-4,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-11,0,-43,2,-44,5,-46,9,-47,13,-47,16,-45,20,-44,23,-43,27,-42,29,-40,31,-38,33,-36,34,-34,35,-31,35,-28,35,-26,35,-25,34,-22,33,-21,33,-19,33,-18,33,-18,32,-18,32,-17,32,-17,31,-18,32,-14,30,-15,29,-15,29,-16,29,-16,30,-15,30,-15,30,-16,30,-17,29,-16,28,-16,29,-16,30,-16,31,-15,32,-14,32,-14,32,-13,32,-12,31,-10,30,-9,29,-8,30,-7,30,-6,28,-6,28,-5,28,-3,26,-2,25,1,26,0,25,0,23,1,2,0,dr
24,83,-80,4,0,0,0,0,0,0,0,1,-1,6,-5,5,-5,5,-5,5,-5,4,-5,4,-5,3,-5,3,-5,3,-5,3,-5,3,-5,3,-6,3,-6,3,-5,3,-5,3,-6,2,-6,2,-5,2,-5,2,-6,2,-6,2,-6,2,-6,2,-6,2,-7,2,-7,0,-4,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-8,2,-7,3,-8,3,-8,3,-8,4,-8,4,-7,4,-7,5,-7,5,-7,5,-6,5,-6,5,-5,5,-5,5,-4,4,-4,4,-3,4,-3,4,-3,3,-4,0,-1,0,0,0,0,0,0,0,0,0,-1,2,-2,14,-9,13,-10,12,-10,11,-10,10,-10,10,-10,9,-10,8,-10,8,-10,7,-9,7,-9,6,-9,6,-9,6,-10,6,-10,6,-10,6,-10,5,-10,5,-10,4,-10,3,-10,3,-10,3,-11,3,-11,4,-11,4,-11,3,-12,3,-12,3,-12,3,-13,3,-13,3,-13,3,-13,3,-13,3,-14,3,-14,3,-14,4,-14,4,-15,5,-14,5,-15,6,-15,7,-15,7,-14,8,-14,8,-13,9,-12,9,-11,9,-10,9,-9,8,-9,8,-8,8,-7,7,-7,7,-6,6,-6,5,-7,1,-3,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-7,27,-27,29,-26,32,-25,35,-23,37,-21,39,-18,40,-15,42,-12,43,-9,43,-6,44,-2,44,0,43,3,42,5,39,7,38,8,37,9,35,9,33,10,32,11,32,12,31,12,30,13,30,13,30,13,30,13,29,13,27,13,27,13,26,12,25,12,25,13,25,13,26,13,27,13,26,13,26,13,26,14,26,15,26,15,26,16,25,16,25,17,24,17,22,17,21,17,20,18,19,19,18,19,17,19,16,19,15,19,13,19,13,18,13,18,13,17,11,16,1,1,dr
25,83,-80,4,0,0,0,0,0,0,0,1,-5,5,-18,4,-18,3,-18,3,-17,2,-17,2,-16,1,-16,0,-16,0,-16,0,-17,0,-17,-1,-17,-1,-17,-1,-16,-1,-16,-2,-16,-3,-15,-3,-14,-3,-14,-4,-15,-5,-15,-5,-15,-5,-15,-5,-18,-6,-18,-6,-17,-3,-9,-7,-17,-7,-17,-8,-17,-8,-17,-8,-17,-8,-18,-8,-19,-8,-19,-8,-20,-8,-20,-7,-20,-5,-21,-4,-21,-4,-21,-4,-21,-3,-21,-3,-20,-1,-19,0,-18,1,-18,1,-17,1,-17,1,-16,1,-14,1,-13,1,-13,0,-4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
26,83,-80,4,0,0,0,0,0,0,0,0,5,2,20,3,19,3,18,5,18,5,17,6,16,6,15,7,15,7,15,7,15,7,16,7,15,7,15,7,14,8,13,9,12,9,11,9,11,10,11,11,10,11,10,12,10,12,10,12,11,13,10,13,10,6,5,14,9,16,9,16,9,16,9,16,9,17,9,18,10,19,10,19,11,19,13,19,14,17,15,16,16,16,15,16,15,16,16,14,17,12,16,11,16,10,15,9,15,8,14,8,14,7,13,6,13,6,13,1,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr
